transaction_id,timestamp,amount,currency,status,channel,expected_settlement,customer_ref
TXN20240312004092,2024-03-12 14:55:08,42.85,USD,settled,BEPS,2024-03-13,CUST-5182
TXN20240311009904,2024-03-11 15:23:55,483.91,USD,settled,BEPS,2024-03-12,CUST-4218
TXN20240303010667,2024-03-03 17:08:36,168.54,USD,settled,BEPS,2024-03-05,CUST-2444
TXN20240316007915,2024-03-16 21:52:07,21.60,USD,settled,BEPS,2024-03-19,CUST-6981
TXN20240321013464,2024-03-21 20:24:41,92.42,USD,settled,BEPS,2024-03-22,CUST-5114
TXN20240327014911,2024-03-27 17:34:38,10.25,USD,settled,BEPS,2024-03-28,CUST-5061
TXN20240331019102,2024-03-31 19:56:32,115.72,USD,settled,BEPS,2024-04-03,CUST-1679
TXN20240302014536,2024-03-02 18:42:51,192.35,USD,settled,BEPS,2024-03-05,CUST-1503
TXN20240328025917,2024-03-28 15:43:28,63.05,USD,settled,BEPS,2024-04-02,CUST-4609
TXN20240322009945,2024-03-22 18:54:48,29.25,USD,settled,BEPS,2024-03-25,CUST-7754
TXN20240302024855,2024-03-02 20:24:02,23.44,USD,settled,BEPS,2024-03-05,CUST-6038
TXN20240301031589,2024-03-01 18:53:11,40.79,USD,settled,BEPS,2024-03-04,CUST-8759
TXN20240309026332,2024-03-09 06:13:05,46.24,USD,settled,BEPS,2024-03-12,CUST-9454
TXN20240322038177,2024-03-22 06:20:18,969.54,USD,settled,BEPS,2024-03-25,CUST-4592
TXN20240326003495,2024-03-26 18:18:37,52.91,USD,settled,BEPS,2024-03-27,CUST-1642
TXN20240310034998,2024-03-10 14:12:38,46.54,USD,settled,BEPS,2024-03-12,CUST-8501
TXN20240308035911,2024-03-08 08:14:00,20.08,USD,settled,BEPS,2024-03-11,CUST-9503
TXN20240324014415,2024-03-24 20:46:27,126.33,USD,settled,BEPS,2024-03-26,CUST-4211
TXN20240315040609,2024-03-15 18:51:38,398.60,USD,settled,BEPS,2024-03-18,CUST-8557
TXN20240310001143,2024-03-10 14:10:43,18.91,USD,settled,BEPS,2024-03-12,CUST-3456
TXN20240322003361,2024-03-22 13:45:22,104.24,USD,settled,BEPS,2024-03-25,CUST-7223
TXN20240327045917,2024-03-27 09:46:04,54.26,USD,settled,BEPS,2024-03-28,CUST-4563
TXN20240331027023,2024-03-31 21:50:01,13.38,USD,settled,BEPS,2024-04-03,CUST-3568
TXN20240328047013,2024-03-28 23:27:47,36.68,USD,settled,BEPS,2024-04-02,CUST-2583
TXN20240320035149,2024-03-20 21:24:45,42.30,USD,pending_settlement,BEPS,2024-03-21,CUST-9035
TXN20240304044689,2024-03-04 18:04:24,115.76,USD,settled,BEPS,2024-03-05,CUST-4184
TXN20240303019273,2024-03-03 17:52:09,483.12,USD,settled,BEPS,2024-03-05,CUST-6868
TXN20240331040924,2024-03-31 08:35:26,63.99,USD,settled,BEPS,2024-04-03,CUST-5980
TXN20240330041696,2024-03-30 10:31:53,67.17,USD,settled,BEPS,2024-04-03,CUST-9739
TXN20240312017010,2024-03-12 19:11:35,137.26,USD,settled,BEPS,2024-03-13,CUST-3018
TXN20240329037241,2024-03-29 19:50:36,65.47,USD,settled,BEPS,2024-04-03,CUST-5778
TXN20240307014272,2024-03-07 18:46:15,45.17,USD,pending_settlement,BEPS,2024-03-08,CUST-2386
TXN20240301035800,2024-03-01 09:06:09,82.30,USD,settled,BEPS,2024-03-04,CUST-2125
TXN20240321027455,2024-03-21 20:31:46,48.70,USD,settled,BEPS,2024-03-22,CUST-9865
TXN20240324032948,2024-03-24 21:46:47,61.62,USD,settled,BEPS,2024-03-26,CUST-8057
TXN20240323029287,2024-03-23 21:38:29,100.83,USD,settled,BEPS,2024-03-26,CUST-7532
TXN20240318007050,2024-03-18 09:27:15,274.12,USD,settled,BEPS,2024-03-19,CUST-3030
TXN20240316010706,2024-03-16 20:13:34,101.89,USD,settled,BEPS,2024-03-19,CUST-9941
TXN20240312043947,2024-03-12 07:09:00,27.01,USD,settled,BEPS,2024-03-13,CUST-6716
TXN20240315024016,2024-03-15 16:07:24,436.26,USD,settled,BEPS,2024-03-18,CUST-6619
TXN20240315008539,2024-03-15 14:27:39,214.03,USD,settled,BEPS,2024-03-18,CUST-2814
TXN20240311025938,2024-03-11 08:59:56,127.55,USD,settled,BEPS,2024-03-12,CUST-6924
TXN20240309045190,2024-03-09 13:12:05,74.05,USD,settled,BEPS,2024-03-12,CUST-7316
TXN20240311031961,2024-03-11 17:16:45,35.68,USD,settled,BEPS,2024-03-12,CUST-7658
TXN20240303043021,2024-03-03 17:22:55,12.69,USD,settled,BEPS,2024-03-05,CUST-8829
TXN20240328031210,2024-03-28 11:45:35,457.14,USD,settled,BEPS,2024-04-02,CUST-2214
TXN20240318048874,2024-03-18 15:30:33,88.79,USD,settled,BEPS,2024-03-19,CUST-9795
TXN20240319022098,2024-03-19 16:40:12,101.83,USD,settled,BEPS,2024-03-20,CUST-9390
TXN20240320036530,2024-03-20 06:14:16,272.31,USD,settled,BEPS,2024-03-21,CUST-2471
TXN20240327002037,2024-03-27 17:28:17,58.55,USD,settled,BEPS,2024-03-28,CUST-2477
TXN20240304031872,2024-03-04 06:21:35,212.73,USD,settled,BEPS,2024-03-05,CUST-7128
TXN20240327017781,2024-03-27 07:17:44,24.26,USD,settled,BEPS,2024-03-28,CUST-6258
TXN20240322045281,2024-03-22 08:48:29,75.47,USD,settled,BEPS,2024-03-25,CUST-4666
TXN20240327011513,2024-03-27 14:15:10,10.38,USD,settled,BEPS,2024-03-28,CUST-1244
TXN20240315001989,2024-03-15 09:15:17,39.37,USD,settled,BEPS,2024-03-18,CUST-9025
TXN20240309048492,2024-03-09 08:15:48,135.41,USD,settled,BEPS,2024-03-12,CUST-7268
TXN20240324035228,2024-03-24 11:33:22,60.60,USD,settled,BEPS,2024-03-26,CUST-7998
TXN20240310029043,2024-03-10 13:56:55,54.86,USD,settled,BEPS,2024-03-12,CUST-8172
TXN20240313045682,2024-03-13 11:31:27,18.31,USD,settled,BEPS,2024-03-14,CUST-5127
TXN20240325041488,2024-03-25 14:33:22,181.87,USD,settled,BEPS,2024-03-26,CUST-7861
TXN20240322043386,2024-03-22 15:11:07,16.42,USD,settled,BEPS,2024-03-25,CUST-3849
TXN20240325000269,2024-03-25 22:03:55,83.79,USD,settled,BEPS,2024-03-26,CUST-6719
TXN20240316020980,2024-03-16 10:54:09,181.76,USD,settled,BEPS,2024-03-19,CUST-4090
TXN20240331001915,2024-03-31 20:24:12,45.25,USD,settled,BEPS,2024-04-03,CUST-5168
TXN20240304001478,2024-03-04 19:31:25,40.42,USD,settled,BEPS,2024-03-05,CUST-9346
TXN20240312047956,2024-03-12 17:47:11,29.94,USD,settled,BEPS,2024-03-13,CUST-2524
TXN20240319012498,2024-03-19 13:02:09,57.59,USD,settled,BEPS,2024-03-20,CUST-3011
TXN20240304045378,2024-03-04 18:54:50,313.93,USD,settled,BEPS,2024-03-05,CUST-6946
TXN20240303041316,2024-03-03 07:24:00,285.41,USD,settled,BEPS,2024-03-05,CUST-9410
TXN20240318049739,2024-03-18 13:25:55,83.56,USD,settled,BEPS,2024-03-19,CUST-7440
TXN20240326039070,2024-03-26 18:59:59,18.99,USD,settled,BEPS,2024-03-27,CUST-7707
TXN20240323002400,2024-03-23 08:57:30,155.72,USD,settled,BEPS,2024-03-26,CUST-2323
TXN20240307037387,2024-03-07 14:12:52,49.30,USD,settled,BEPS,2024-03-08,CUST-3834
TXN20240304019957,2024-03-04 18:03:51,536.46,USD,settled,BEPS,2024-03-05,CUST-7282
TXN20240311017686,2024-03-11 11:37:15,8.74,USD,settled,BEPS,2024-03-12,CUST-4250
TXN20240314027255,2024-03-14 13:58:22,52.50,USD,settled,BEPS,2024-03-15,CUST-5053
TXN20240325027408,2024-03-25 09:19:21,80.44,USD,settled,BEPS,2024-03-26,CUST-2876
TXN20240313027677,2024-03-13 18:10:22,87.74,USD,settled,BEPS,2024-03-14,CUST-4972
TXN20240329005791,2024-03-29 19:19:49,98.55,USD,settled,BEPS,2024-04-03,CUST-6026
TXN20240315042050,2024-03-15 06:33:41,101.34,USD,settled,BEPS,2024-03-18,CUST-2600
TXN20240306018278,2024-03-06 14:11:52,201.96,USD,settled,BEPS,2024-03-07,CUST-5498
TXN20240329003470,2024-03-29 08:17:32,103.25,USD,settled,BEPS,2024-04-03,CUST-3008
TXN20240310007060,2024-03-10 12:13:41,107.61,USD,pending_settlement,BEPS,2024-03-12,CUST-3367
TXN20240331033148,2024-03-31 13:33:17,44.21,USD,pending_settlement,BEPS,2024-04-03,CUST-8928
TXN20240309023170,2024-03-09 09:22:05,48.69,USD,settled,BEPS,2024-03-12,CUST-8799
TXN20240304007224,2024-03-04 11:02:01,30.55,USD,settled,BEPS,2024-03-05,CUST-3732
TXN20240324011703,2024-03-24 21:09:24,52.60,USD,settled,BEPS,2024-03-26,CUST-7388
TXN20240330020284,2024-03-30 15:31:15,154.97,USD,settled,BEPS,2024-04-03,CUST-5279
TXN20240303049696,2024-03-03 11:26:55,469.58,USD,settled,BEPS,2024-03-05,CUST-3771
TXN20240308037933,2024-03-08 06:33:39,422.52,USD,settled,BEPS,2024-03-11,CUST-5316
TXN20240315029961,2024-03-15 13:12:10,10.91,USD,settled,BEPS,2024-03-18,CUST-3010
TXN20240309044253,2024-03-09 13:58:13,664.46,USD,settled,BEPS,2024-03-12,CUST-3884
TXN20240324048834,2024-03-24 21:06:35,77.67,USD,settled,BEPS,2024-03-26,CUST-8673
TXN20240316021158,2024-03-16 07:43:19,328.25,USD,settled,BEPS,2024-03-19,CUST-9535
TXN20240320002985,2024-03-20 07:53:40,23.88,USD,settled,BEPS,2024-03-21,CUST-7012
TXN20240327030799,2024-03-27 15:30:41,176.85,USD,settled,BEPS,2024-03-28,CUST-4087
TXN20240314010652,2024-03-14 08:26:13,13.17,USD,settled,BEPS,2024-03-15,CUST-5742
TXN20240322007454,2024-03-22 19:43:29,228.00,USD,settled,BEPS,2024-03-25,CUST-3799
TXN20240302016805,2024-03-02 21:30:29,61.37,USD,settled,BEPS,2024-03-05,CUST-9624
TXN20240326014857,2024-03-26 14:04:42,55.56,USD,pending_settlement,BEPS,2024-03-27,CUST-2889
TXN20240308037324,2024-03-08 06:40:31,18.86,USD,settled,BEPS,2024-03-11,CUST-3053
TXN20240331002148,2024-03-31 09:50:18,204.02,USD,settled,BEPS,2024-04-03,CUST-5996
TXN20240304044592,2024-03-04 07:06:49,39.05,USD,settled,BEPS,2024-03-05,CUST-1034
TXN20240304017124,2024-03-04 18:19:29,13.46,USD,settled,BEPS,2024-03-05,CUST-2379
TXN20240302008144,2024-03-02 08:40:20,149.48,USD,settled,BEPS,2024-03-05,CUST-5948
TXN20240321047276,2024-03-21 11:23:02,18.01,USD,settled,BEPS,2024-03-22,CUST-6567
TXN20240325037406,2024-03-25 16:00:05,54.49,USD,settled,BEPS,2024-03-26,CUST-9595
TXN20240315041768,2024-03-15 17:48:39,59.75,USD,settled,BEPS,2024-03-18,CUST-8412
TXN20240327013693,2024-03-27 11:47:49,57.99,USD,settled,BEPS,2024-03-28,CUST-8751
TXN20240315020509,2024-03-15 07:50:21,72.70,USD,settled,BEPS,2024-03-18,CUST-9583
TXN20240318049164,2024-03-18 06:35:49,99.62,USD,settled,BEPS,2024-03-19,CUST-2488
TXN20240326024923,2024-03-26 22:18:43,150.98,USD,settled,BEPS,2024-03-27,CUST-2587
TXN20240317036537,2024-03-17 06:38:59,157.72,USD,settled,BEPS,2024-03-19,CUST-6584
TXN20240302032950,2024-03-02 06:51:14,33.65,USD,settled,BEPS,2024-03-05,CUST-7419
TXN20240313036776,2024-03-13 18:07:24,85.66,USD,settled,BEPS,2024-03-14,CUST-3810
TXN20240323023755,2024-03-23 06:29:39,80.43,USD,settled,BEPS,2024-03-26,CUST-5847
TXN20240330015732,2024-03-30 07:48:55,122.06,USD,settled,BEPS,2024-04-03,CUST-4104
TXN20240331020823,2024-03-31 16:34:31,164.74,USD,settled,BEPS,2024-04-03,CUST-3639
TXN20240309028777,2024-03-09 17:42:14,74.08,USD,settled,BEPS,2024-03-12,CUST-5681
TXN20240325001290,2024-03-25 18:48:22,37.03,USD,settled,BEPS,2024-03-26,CUST-5712
TXN20240321047556,2024-03-21 13:48:36,200.67,USD,settled,BEPS,2024-03-22,CUST-2520
TXN20240304003996,2024-03-04 12:51:34,397.20,USD,settled,BEPS,2024-03-05,CUST-4122
TXN20240315037854,2024-03-15 08:57:30,153.39,USD,settled,BEPS,2024-03-18,CUST-6192
TXN20240329049566,2024-03-29 09:04:27,14.19,USD,settled,BEPS,2024-04-03,CUST-4716
TXN20240319017778,2024-03-19 06:20:57,20.28,USD,settled,BEPS,2024-03-20,CUST-3440
TXN20240327010606,2024-03-27 12:59:18,303.30,USD,settled,BEPS,2024-03-28,CUST-9774
TXN20240320047317,2024-03-20 13:02:27,94.10,USD,settled,BEPS,2024-03-21,CUST-4382
TXN20240324038516,2024-03-24 13:41:23,199.49,USD,pending_settlement,BEPS,2024-03-26,CUST-1156
TXN20240328019526,2024-03-28 10:25:00,50.49,USD,settled,BEPS,2024-04-02,CUST-9971
TXN20240330015688,2024-03-30 08:13:27,15.30,USD,settled,BEPS,2024-04-03,CUST-8330
TXN20240314047228,2024-03-14 19:51:39,17.80,USD,settled,BEPS,2024-03-15,CUST-5360
TXN20240326010138,2024-03-26 13:22:30,12.25,USD,settled,BEPS,2024-03-27,CUST-7605
TXN20240301049019,2024-03-01 13:20:16,96.35,USD,settled,BEPS,2024-03-04,CUST-1658
TXN20240307029879,2024-03-07 18:32:08,19.37,USD,settled,BEPS,2024-03-08,CUST-4639
TXN20240329001815,2024-03-29 10:09:34,78.86,USD,settled,BEPS,2024-04-03,CUST-7837
TXN20240325008440,2024-03-25 15:15:12,231.02,USD,settled,BEPS,2024-03-26,CUST-5660
TXN20240324015029,2024-03-24 17:35:19,37.86,USD,settled,BEPS,2024-03-26,CUST-4874
TXN20240328026999,2024-03-28 13:17:39,82.86,USD,settled,BEPS,2024-04-02,CUST-4032
TXN20240305043882,2024-03-05 07:11:10,59.33,USD,settled,BEPS,2024-03-06,CUST-1155
TXN20240301000490,2024-03-01 09:29:22,64.85,USD,settled,BEPS,2024-03-04,CUST-8872
TXN20240312024761,2024-03-12 14:43:33,123.83,USD,settled,BEPS,2024-03-13,CUST-2191
TXN20240303044733,2024-03-03 13:01:05,75.33,USD,settled,BEPS,2024-03-05,CUST-1928
TXN20240322003309,2024-03-22 20:26:11,155.35,USD,settled,BEPS,2024-03-25,CUST-9965
TXN20240317029303,2024-03-17 07:27:58,33.93,USD,settled,BEPS,2024-03-19,CUST-4309
TXN20240331047482,2024-03-31 10:02:39,53.14,USD,settled,BEPS,2024-04-03,CUST-1049
TXN20240326038953,2024-03-26 11:19:34,71.96,USD,settled,BEPS,2024-03-27,CUST-6272
TXN20240301027441,2024-03-01 15:16:08,131.10,USD,settled,BEPS,2024-03-04,CUST-5419
TXN20240309010402,2024-03-09 08:45:56,31.80,USD,settled,BEPS,2024-03-12,CUST-3549
TXN20240310009570,2024-03-10 15:39:54,45.13,USD,settled,BEPS,2024-03-12,CUST-9545
TXN20240321024137,2024-03-21 11:01:57,113.14,USD,settled,BEPS,2024-03-22,CUST-6507
TXN20240323034983,2024-03-23 23:48:32,133.88,USD,settled,BEPS,2024-03-26,CUST-1050
TXN20240317040858,2024-03-17 16:40:34,88.10,USD,settled,BEPS,2024-03-19,CUST-1461
TXN20240326031812,2024-03-26 10:08:52,210.72,USD,settled,BEPS,2024-03-27,CUST-4376
TXN20240320047070,2024-03-20 17:24:38,499.47,USD,settled,BEPS,2024-03-21,CUST-6320
TXN20240330024667,2024-03-30 08:04:17,25.31,USD,settled,BEPS,2024-04-03,CUST-8267
TXN20240302023071,2024-03-02 09:26:10,6.45,USD,pending_settlement,BEPS,2024-03-05,CUST-5191
TXN20240311017674,2024-03-11 12:34:05,41.89,USD,settled,BEPS,2024-03-12,CUST-2312
TXN20240328009990,2024-03-28 18:11:06,27.54,USD,settled,BEPS,2024-04-02,CUST-2854
TXN20240308043412,2024-03-08 09:32:16,51.59,USD,settled,BEPS,2024-03-11,CUST-6154
TXN20240328019341,2024-03-28 12:33:56,152.14,USD,settled,BEPS,2024-04-02,CUST-8149
TXN20240313017089,2024-03-13 12:26:56,62.78,USD,settled,BEPS,2024-03-14,CUST-4922
TXN20240301027089,2024-03-01 09:36:47,262.91,USD,settled,BEPS,2024-03-04,CUST-1147
TXN20240328028606,2024-03-28 11:25:25,43.29,USD,settled,BEPS,2024-04-02,CUST-3381
TXN20240309022302,2024-03-09 11:57:36,310.29,USD,pending_settlement,BEPS,2024-03-12,CUST-8325
TXN20240301042574,2024-03-01 15:26:12,7.63,USD,settled,BEPS,2024-03-04,CUST-3291
TXN20240305005243,2024-03-05 13:06:45,470.42,USD,settled,BEPS,2024-03-06,CUST-7882
TXN20240304011899,2024-03-04 08:21:32,54.32,USD,settled,BEPS,2024-03-05,CUST-9936
TXN20240321025156,2024-03-21 08:10:42,137.71,USD,settled,BEPS,2024-03-22,CUST-9211
TXN20240308039749,2024-03-08 14:23:26,39.64,USD,settled,BEPS,2024-03-11,CUST-2987
TXN20240331017302,2024-03-31 07:32:46,152.30,USD,settled,BEPS,2024-04-03,CUST-1002
TXN20240307028740,2024-03-07 19:19:50,145.79,USD,settled,BEPS,2024-03-08,CUST-9609
TXN20240320007474,2024-03-20 12:15:25,798.48,USD,settled,BEPS,2024-03-21,CUST-7768
TXN20240326014091,2024-03-26 12:10:11,332.01,USD,settled,BEPS,2024-03-27,CUST-4127
TXN20240323032592,2024-03-23 10:55:03,547.93,USD,settled,BEPS,2024-03-26,CUST-8373
TXN20240320025795,2024-03-20 08:01:01,32.39,USD,settled,BEPS,2024-03-21,CUST-6908
TXN20240311018990,2024-03-11 08:52:01,14.83,USD,settled,BEPS,2024-03-12,CUST-6832
TXN20240309021626,2024-03-09 17:41:09,87.00,USD,settled,BEPS,2024-03-12,CUST-2307
TXN20240314047524,2024-03-14 06:42:44,57.23,USD,settled,BEPS,2024-03-15,CUST-1832
TXN20240327042081,2024-03-27 10:54:20,21.66,USD,settled,BEPS,2024-03-28,CUST-5867
TXN20240302042902,2024-03-02 16:00:16,61.13,USD,settled,BEPS,2024-03-05,CUST-5502
TXN20240309029581,2024-03-09 06:17:39,119.36,USD,settled,BEPS,2024-03-12,CUST-7864
TXN20240305049544,2024-03-05 17:16:45,337.44,USD,settled,BEPS,2024-03-06,CUST-3300
TXN20240315003807,2024-03-15 20:45:33,54.43,USD,settled,BEPS,2024-03-18,CUST-9567
TXN20240320029304,2024-03-20 14:26:26,129.71,USD,settled,BEPS,2024-03-21,CUST-7447
TXN20240331001767,2024-03-31 12:25:22,31.02,USD,settled,BEPS,2024-04-03,CUST-2890
TXN20240302012178,2024-03-02 07:52:12,94.98,USD,settled,BEPS,2024-03-05,CUST-6443
TXN20240317030802,2024-03-17 12:25:50,20.54,USD,settled,BEPS,2024-03-19,CUST-6579
TXN20240307021028,2024-03-07 18:35:08,34.01,USD,settled,BEPS,2024-03-08,CUST-5295
TXN20240319007526,2024-03-19 19:33:16,134.54,USD,settled,BEPS,2024-03-20,CUST-1897
TXN20240319022339,2024-03-19 06:41:03,15.42,USD,settled,BEPS,2024-03-20,CUST-4658
TXN20240318029360,2024-03-18 13:11:01,17.90,USD,settled,BEPS,2024-03-19,CUST-1654
TXN20240330017890,2024-03-30 15:35:16,478.58,USD,settled,BEPS,2024-04-03,CUST-8259
TXN20240322009194,2024-03-22 07:13:26,43.83,USD,settled,BEPS,2024-03-25,CUST-1615
TXN20240327041763,2024-03-27 06:25:46,256.03,USD,settled,BEPS,2024-03-28,CUST-9391
TXN20240301032304,2024-03-01 09:18:02,31.70,USD,settled,BEPS,2024-03-04,CUST-3134
TXN20240302026055,2024-03-02 06:02:43,45.01,USD,settled,BEPS,2024-03-05,CUST-7306
TXN20240326046976,2024-03-26 13:58:30,28.33,USD,settled,BEPS,2024-03-27,CUST-4387
TXN20240328019709,2024-03-28 21:56:04,322.31,USD,settled,BEPS,2024-04-02,CUST-8060
TXN20240326016618,2024-03-26 20:14:07,44.20,USD,settled,BEPS,2024-03-27,CUST-9902
TXN20240302010132,2024-03-02 10:03:00,61.68,USD,settled,BEPS,2024-03-05,CUST-6408
TXN20240303039709,2024-03-03 18:59:47,103.02,USD,settled,BEPS,2024-03-05,CUST-2314
TXN20240326014966,2024-03-26 15:19:43,19.54,USD,settled,BEPS,2024-03-27,CUST-1521
TXN20240310039780,2024-03-10 07:13:17,88.81,USD,settled,BEPS,2024-03-12,CUST-3493
TXN20240315032312,2024-03-15 10:17:05,65.62,USD,settled,BEPS,2024-03-18,CUST-2824
TXN20240314002083,2024-03-14 12:00:28,58.93,USD,settled,BEPS,2024-03-15,CUST-7011
TXN20240327046001,2024-03-27 08:26:18,50.23,USD,settled,BEPS,2024-03-28,CUST-9512
TXN20240304000464,2024-03-04 13:09:37,298.51,USD,settled,BEPS,2024-03-05,CUST-5078
TXN20240313049377,2024-03-13 17:00:44,109.89,USD,settled,BEPS,2024-03-14,CUST-4736
TXN20240312032243,2024-03-12 07:24:02,36.83,USD,settled,BEPS,2024-03-13,CUST-8088
TXN20240305021924,2024-03-05 06:49:15,13.41,USD,settled,BEPS,2024-03-06,CUST-5787
TXN20240307046193,2024-03-07 09:15:21,206.20,USD,settled,BEPS,2024-03-08,CUST-9663
TXN20240307001376,2024-03-07 10:59:52,22.12,USD,settled,BEPS,2024-03-08,CUST-2700
TXN20240306042464,2024-03-06 10:47:06,118.54,USD,settled,BEPS,2024-03-07,CUST-7999
TXN20240310025614,2024-03-10 16:00:12,68.11,USD,settled,BEPS,2024-03-12,CUST-8577
TXN20240312021129,2024-03-12 19:55:23,21.83,USD,settled,BEPS,2024-03-13,CUST-4858
TXN20240320039734,2024-03-20 07:23:30,33.14,USD,pending_settlement,BEPS,2024-03-21,CUST-1658
TXN20240306039359,2024-03-06 11:24:34,38.87,USD,settled,BEPS,2024-03-07,CUST-3168
TXN20240311047738,2024-03-11 07:23:30,151.93,USD,settled,BEPS,2024-03-12,CUST-9456
TXN20240315016604,2024-03-15 16:59:33,463.71,USD,settled,BEPS,2024-03-18,CUST-3727
TXN20240326007694,2024-03-26 22:43:11,202.06,USD,settled,BEPS,2024-03-27,CUST-3471
TXN20240329043344,2024-03-29 18:18:17,23.14,USD,settled,BEPS,2024-04-03,CUST-2701
TXN20240309012551,2024-03-09 16:19:01,241.36,USD,settled,BEPS,2024-03-12,CUST-5845
TXN20240315002855,2024-03-15 18:02:27,701.45,USD,settled,BEPS,2024-03-18,CUST-4603
TXN20240327025826,2024-03-27 21:46:37,159.87,USD,settled,BEPS,2024-03-28,CUST-7840
TXN20240305048402,2024-03-05 12:16:14,321.61,USD,settled,BEPS,2024-03-06,CUST-5959
TXN20240320016955,2024-03-20 07:11:54,16.97,USD,settled,BEPS,2024-03-21,CUST-2728
TXN20240310047028,2024-03-10 15:14:29,27.69,USD,settled,BEPS,2024-03-12,CUST-5552
TXN20240327046591,2024-03-27 11:36:17,69.06,USD,settled,BEPS,2024-03-28,CUST-7725
TXN20240320007030,2024-03-20 16:06:40,13.03,USD,settled,BEPS,2024-03-21,CUST-5532
TXN20240329002686,2024-03-29 14:11:29,34.24,USD,settled,BEPS,2024-04-03,CUST-7957
TXN20240331014433,2024-03-31 15:35:57,71.46,USD,settled,BEPS,2024-04-03,CUST-8417
TXN20240313008370,2024-03-13 16:48:30,14.90,USD,settled,BEPS,2024-03-14,CUST-9013
TXN20240307038812,2024-03-07 10:42:00,260.48,USD,pending_settlement,BEPS,2024-03-08,CUST-2137
TXN20240306011231,2024-03-06 21:24:48,91.44,USD,settled,BEPS,2024-03-07,CUST-1769
TXN20240312015177,2024-03-12 08:30:10,41.80,USD,settled,BEPS,2024-03-13,CUST-2363
TXN20240321008529,2024-03-21 11:40:16,662.27,USD,settled,BEPS,2024-03-22,CUST-2004
TXN20240315008453,2024-03-15 14:28:58,55.51,USD,settled,BEPS,2024-03-18,CUST-6267
TXN20240313003203,2024-03-13 09:31:16,76.57,USD,settled,BEPS,2024-03-14,CUST-1434
TXN20240313022218,2024-03-13 16:17:21,52.43,USD,settled,BEPS,2024-03-14,CUST-3404
TXN20240304047884,2024-03-04 14:24:01,29.24,USD,settled,BEPS,2024-03-05,CUST-3924
TXN20240302026646,2024-03-02 23:15:59,59.30,USD,settled,BEPS,2024-03-05,CUST-4378
TXN20240310037391,2024-03-10 08:10:27,203.31,USD,settled,BEPS,2024-03-12,CUST-4965
TXN20240306047379,2024-03-06 14:38:38,23.63,USD,settled,BEPS,2024-03-07,CUST-7130
TXN20240331001722,2024-03-31 15:44:14,38.17,USD,settled,BEPS,2024-04-03,CUST-6093
TXN20240331008644,2024-03-31 18:00:45,259.08,USD,settled,BEPS,2024-04-03,CUST-3783
TXN20240327044507,2024-03-27 12:09:43,24.51,USD,settled,BEPS,2024-03-28,CUST-9630
TXN20240330033411,2024-03-30 19:21:10,17.07,USD,settled,BEPS,2024-04-03,CUST-6850
TXN20240302005060,2024-03-02 15:41:26,326.19,USD,pending_settlement,BEPS,2024-03-05,CUST-7595
TXN20240308006921,2024-03-08 15:50:28,16.47,USD,settled,BEPS,2024-03-11,CUST-9487
TXN20240307038199,2024-03-07 06:06:47,224.52,USD,settled,BEPS,2024-03-08,CUST-8585
TXN20240306039121,2024-03-06 17:05:48,201.54,USD,settled,BEPS,2024-03-07,CUST-3382
TXN20240315047713,2024-03-15 19:16:10,65.83,USD,settled,BEPS,2024-03-18,CUST-7069
TXN20240324010728,2024-03-24 09:14:27,141.88,USD,settled,BEPS,2024-03-26,CUST-6095
TXN20240316023976,2024-03-16 11:38:11,74.64,USD,settled,BEPS,2024-03-19,CUST-1770
TXN20240316039373,2024-03-16 14:12:21,62.23,USD,settled,BEPS,2024-03-19,CUST-9485
TXN20240314006091,2024-03-14 10:30:42,29.76,USD,settled,BEPS,2024-03-15,CUST-9158
TXN20240326026313,2024-03-26 14:43:51,190.26,USD,settled,BEPS,2024-03-27,CUST-4561
TXN20240330022051,2024-03-30 10:55:16,72.63,USD,settled,BEPS,2024-04-03,CUST-1693
TXN20240322029097,2024-03-22 07:43:00,77.43,USD,settled,BEPS,2024-03-25,CUST-8501
TXN20240302039977,2024-03-02 16:25:00,139.94,USD,settled,BEPS,2024-03-05,CUST-7628
TXN20240308042487,2024-03-08 13:42:46,85.83,USD,settled,BEPS,2024-03-11,CUST-9556
TXN20240305043952,2024-03-05 18:28:05,23.80,USD,settled,BEPS,2024-03-06,CUST-5316
TXN20240321045380,2024-03-21 13:02:43,255.05,USD,settled,BEPS,2024-03-22,CUST-6514
TXN20240319015468,2024-03-19 08:48:41,67.65,USD,settled,BEPS,2024-03-20,CUST-7534
TXN20240309020403,2024-03-09 13:13:48,63.39,USD,settled,BEPS,2024-03-12,CUST-4625
TXN20240310017964,2024-03-10 18:10:09,78.73,USD,settled,BEPS,2024-03-12,CUST-9106
TXN20240302035904,2024-03-02 23:32:52,95.80,USD,settled,BEPS,2024-03-05,CUST-5032
TXN20240303029066,2024-03-03 19:31:42,58.31,USD,settled,BEPS,2024-03-05,CUST-5669
TXN20240322035007,2024-03-22 07:28:37,41.76,USD,settled,BEPS,2024-03-25,CUST-7729
TXN20240306013770,2024-03-06 19:55:42,201.16,USD,settled,BEPS,2024-03-07,CUST-7320
TXN20240316035199,2024-03-16 10:08:09,29.52,USD,settled,BEPS,2024-03-19,CUST-7075
TXN20240312017667,2024-03-12 13:44:14,286.63,USD,settled,BEPS,2024-03-13,CUST-3944
